label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Slab_C,4459,1379,164,155,DJI_0590.JPG,5472,3078
Slab_C,4339,1384,147,147,DJI_0590.JPG,5472,3078
Slab_C,4219,1394,155,154,DJI_0590.JPG,5472,3078
Slab_C,4104,1399,164,131,DJI_0590.JPG,5472,3078
Slab_C,3989,1399,164,144,DJI_0590.JPG,5472,3078
Slab_C,3873,1401,155,129,DJI_0590.JPG,5472,3078
Slab_C,3766,1407,151,132,DJI_0590.JPG,5472,3078
Slab_C,3647,1401,160,147,DJI_0590.JPG,5472,3078
Slab_C,3522,1401,164,138,DJI_0590.JPG,5472,3078
Slab_C,3407,1397,169,138,DJI_0590.JPG,5472,3078
Slab_C,3305,1401,142,147,DJI_0590.JPG,5472,3078
Slab_C,3185,1406,151,147,DJI_0590.JPG,5472,3078
Slab_C,3056,1415,169,139,DJI_0590.JPG,5472,3078
Slab_C,2949,1415,151,145,DJI_0590.JPG,5472,3078
Slab_C,2837,1417,139,141,DJI_0590.JPG,5472,3078
Slab_C,2728,1415,135,141,DJI_0590.JPG,5472,3078
Slab_C,2602,1417,143,139,DJI_0590.JPG,5472,3078
Slab_C,2487,1419,144,137,DJI_0590.JPG,5472,3078
Slab_C,2371,1420,150,141,DJI_0590.JPG,5472,3078
Slab_C,2254,1426,146,131,DJI_0590.JPG,5472,3078
Slab_C,2141,1422,146,142,DJI_0590.JPG,5472,3078
Slab_C,2026,1428,144,133,DJI_0590.JPG,5472,3078
Slab_C,1988,1424,70,141,DJI_0590.JPG,5472,3078
Slab_T,1978,1119,389,333,DJI_0590.JPG,5472,3078
Slab_T,2678,1098,751,363,DJI_0590.JPG,5472,3078
Slab_T,3743,1085,725,355,DJI_0590.JPG,5472,3078
Slab_T,4761,1077,711,355,DJI_0590.JPG,5472,3078
Slab_T,1968,500,400,702,DJI_0590.JPG,5472,3078
Slab_T,1901,0,484,580,DJI_0590.JPG,5472,3078
Slab_T,2154,0,755,278,DJI_0590.JPG,5472,3078
Slab_T,3198,0,684,260,DJI_0590.JPG,5472,3078
Slab_T,4264,0,666,251,DJI_0590.JPG,5472,3078
Slab_T,5321,0,151,238,DJI_0590.JPG,5472,3078
Slab_H,2154,180,733,675,DJI_0590.JPG,5472,3078
Slab_H,2145,788,746,662,DJI_0590.JPG,5472,3078
Slab_H,2656,0,764,544,DJI_0590.JPG,5472,3078
Slab_H,2656,482,777,693,DJI_0590.JPG,5472,3078
Slab_H,3202,779,764,671,DJI_0590.JPG,5472,3078
Slab_H,3158,180,791,671,DJI_0590.JPG,5472,3078
Slab_H,3664,0,786,549,DJI_0590.JPG,5472,3078
Slab_H,3700,477,773,662,DJI_0590.JPG,5472,3078
Slab_H,4211,180,764,666,DJI_0590.JPG,5472,3078
Slab_H,4246,784,737,635,DJI_0590.JPG,5472,3078
Slab_H,4730,0,742,549,DJI_0590.JPG,5472,3078
Slab_H,4744,455,728,688,DJI_0590.JPG,5472,3078
Slab_H,5250,748,222,648,DJI_0590.JPG,5472,3078
Slab_H,5250,144,222,671,DJI_0590.JPG,5472,3078
Slab_C,2085,1614,92,153,DJI_0591.JPG,5472,3078
Slab_C,2140,1620,142,142,DJI_0591.JPG,5472,3078
Slab_C,2254,1614,155,142,DJI_0591.JPG,5472,3078
Slab_C,2365,1617,158,142,DJI_0591.JPG,5472,3078
Slab_C,2487,1614,153,139,DJI_0591.JPG,5472,3078
Slab_C,2598,1609,161,150,DJI_0591.JPG,5472,3078
Slab_C,2715,1620,158,136,DJI_0591.JPG,5472,3078
Slab_C,2834,1617,153,136,DJI_0591.JPG,5472,3078
Slab_C,2943,1617,161,133,DJI_0591.JPG,5472,3078
Slab_C,3076,1614,139,136,DJI_0591.JPG,5472,3078
Slab_C,3178,1609,155,139,DJI_0591.JPG,5472,3078
Slab_C,3303,1611,147,139,DJI_0591.JPG,5472,3078
Slab_C,3414,1606,150,147,DJI_0591.JPG,5472,3078
Slab_C,3528,1606,153,144,DJI_0591.JPG,5472,3078
Slab_C,3648,1606,155,147,DJI_0591.JPG,5472,3078
Slab_C,3756,1611,158,142,DJI_0591.JPG,5472,3078
Slab_C,3870,1606,164,147,DJI_0591.JPG,5472,3078
Slab_C,3989,1609,158,144,DJI_0591.JPG,5472,3078
Slab_C,4108,1606,153,144,DJI_0591.JPG,5472,3078
Slab_C,4217,1603,153,144,DJI_0591.JPG,5472,3078
Slab_C,4342,1595,142,153,DJI_0591.JPG,5472,3078
Slab_C,4455,1603,139,144,DJI_0591.JPG,5472,3078
Slab_C,4564,1598,147,150,DJI_0591.JPG,5472,3078
Slab_C,4675,1600,144,136,DJI_0591.JPG,5472,3078
Slab_C,4789,1595,139,142,DJI_0591.JPG,5472,3078
Slab_C,4911,1598,136,144,DJI_0591.JPG,5472,3078
Slab_C,5019,1595,150,144,DJI_0591.JPG,5472,3078
Slab_C,5136,1595,144,144,DJI_0591.JPG,5472,3078
Slab_C,5252,1589,139,147,DJI_0591.JPG,5472,3078
Slab_C,5358,1589,114,144,DJI_0591.JPG,5472,3078
Slab_T,2274,1714,702,353,DJI_0591.JPG,5472,3078
Slab_T,3309,1709,738,353,DJI_0591.JPG,5472,3078
Slab_T,4358,1706,702,341,DJI_0591.JPG,5472,3078
Slab_T,5396,1695,76,180,DJI_0591.JPG,5472,3078
Slab_T,2093,1736,378,661,DJI_0591.JPG,5472,3078
Slab_T,2079,2325,405,683,DJI_0591.JPG,5472,3078
Slab_T,2085,2933,305,145,DJI_0591.JPG,5472,3078
Slab_T,2890,2933,550,145,DJI_0591.JPG,5472,3078
Slab_T,3906,2924,569,154,DJI_0591.JPG,5472,3078
Slab_T,4955,2927,517,151,DJI_0591.JPG,5472,3078
Slab_H,2271,2025,741,666,DJI_0591.JPG,5472,3078
Slab_H,2268,2627,744,451,DJI_0591.JPG,5472,3078
Slab_H,2779,1720,747,655,DJI_0591.JPG,5472,3078
Slab_H,2795,2317,725,666,DJI_0591.JPG,5472,3078
Slab_H,3306,2020,747,672,DJI_0591.JPG,5472,3078
Slab_H,3312,2619,736,459,DJI_0591.JPG,5472,3078
Slab_H,3828,1714,747,652,DJI_0591.JPG,5472,3078
Slab_H,3845,2314,716,652,DJI_0591.JPG,5472,3078
Slab_H,4353,2008,727,658,DJI_0591.JPG,5472,3078
Slab_H,4347,2600,755,478,DJI_0591.JPG,5472,3078
Slab_H,4866,1706,606,663,DJI_0591.JPG,5472,3078
Slab_H,4861,2308,611,641,DJI_0591.JPG,5472,3078
Slab_H,5366,2192,106,253,DJI_0591.JPG,5472,3078
Slab_H,5394,2841,78,180,DJI_0591.JPG,5472,3078
Slab_C,2497,1645,81,141,DJI_0592.JPG,5472,3078
Slab_C,2554,1645,136,141,DJI_0592.JPG,5472,3078
Slab_C,2662,1642,146,136,DJI_0592.JPG,5472,3078
Slab_C,2774,1640,146,136,DJI_0592.JPG,5472,3078
Slab_C,2885,1640,148,141,DJI_0592.JPG,5472,3078
Slab_C,2998,1637,148,136,DJI_0592.JPG,5472,3078
Slab_C,3121,1645,138,133,DJI_0592.JPG,5472,3078
Slab_C,3223,1642,155,136,DJI_0592.JPG,5472,3078
Slab_C,3329,1645,153,136,DJI_0592.JPG,5472,3078
Slab_C,3452,1645,141,133,DJI_0592.JPG,5472,3078
Slab_C,3566,1642,146,131,DJI_0592.JPG,5472,3078
Slab_C,3669,1642,151,131,DJI_0592.JPG,5472,3078
Slab_C,3775,1645,155,138,DJI_0592.JPG,5472,3078
Slab_C,3906,1640,138,133,DJI_0592.JPG,5472,3078
Slab_C,4017,1640,146,138,DJI_0592.JPG,5472,3078
Slab_C,4121,1637,148,133,DJI_0592.JPG,5472,3078
Slab_C,4237,1642,143,128,DJI_0592.JPG,5472,3078
Slab_C,4340,1635,155,136,DJI_0592.JPG,5472,3078
Slab_C,4451,1640,148,123,DJI_0592.JPG,5472,3078
Slab_C,4558,1632,141,143,DJI_0592.JPG,5472,3078
Slab_C,4674,1635,143,126,DJI_0592.JPG,5472,3078
Slab_C,4785,1630,143,131,DJI_0592.JPG,5472,3078
Slab_C,4893,1630,141,133,DJI_0592.JPG,5472,3078
Slab_C,5004,1627,141,131,DJI_0592.JPG,5472,3078
Slab_C,5123,1627,138,131,DJI_0592.JPG,5472,3078
Slab_C,5236,1622,141,131,DJI_0592.JPG,5472,3078
Slab_C,5335,1615,137,143,DJI_0592.JPG,5472,3078
Slab_T,2492,1758,387,624,DJI_0592.JPG,5472,3078
Slab_T,2482,2331,392,642,DJI_0592.JPG,5472,3078
Slab_T,2490,2913,311,165,DJI_0592.JPG,5472,3078
Slab_T,2667,1753,693,338,DJI_0592.JPG,5472,3078
Slab_T,3686,1746,701,328,DJI_0592.JPG,5472,3078
Slab_T,4711,1731,681,345,DJI_0592.JPG,5472,3078
Slab_T,5285,2893,187,185,DJI_0592.JPG,5472,3078
Slab_T,4261,2901,577,177,DJI_0592.JPG,5472,3078
Slab_T,3262,2918,550,160,DJI_0592.JPG,5472,3078
Slab_H,2675,2039,713,632,DJI_0592.JPG,5472,3078
Slab_H,3183,1748,703,644,DJI_0592.JPG,5472,3078
Slab_H,2665,2624,716,454,DJI_0592.JPG,5472,3078
Slab_H,3178,2331,728,632,DJI_0592.JPG,5472,3078
Slab_H,3672,2034,721,629,DJI_0592.JPG,5472,3078
Slab_H,4185,1736,725,646,DJI_0592.JPG,5472,3078
Slab_H,4187,2308,733,634,DJI_0592.JPG,5472,3078
Slab_H,3684,2622,708,456,DJI_0592.JPG,5472,3078
Slab_H,4674,2015,735,664,DJI_0592.JPG,5472,3078
Slab_H,4676,2604,745,474,DJI_0592.JPG,5472,3078
Slab_H,5187,1701,285,671,DJI_0592.JPG,5472,3078
Slab_H,5197,2274,275,669,DJI_0592.JPG,5472,3078
Slab_C,5358,1934,114,146,DJI_0593.JPG,5472,3078
Slab_C,5238,1940,146,130,DJI_0593.JPG,5472,3078
Slab_C,5140,1927,146,140,DJI_0593.JPG,5472,3078
Slab_C,5019,1937,140,130,DJI_0593.JPG,5472,3078
Slab_C,4908,1940,140,130,DJI_0593.JPG,5472,3078
Slab_C,4803,1940,149,127,DJI_0593.JPG,5472,3078
Slab_C,4695,1937,143,143,DJI_0593.JPG,5472,3078
Slab_C,4584,1946,146,136,DJI_0593.JPG,5472,3078
Slab_C,4476,1940,140,136,DJI_0593.JPG,5472,3078
Slab_C,4362,1943,146,127,DJI_0593.JPG,5472,3078
Slab_C,4264,1946,146,127,DJI_0593.JPG,5472,3078
Slab_C,4143,1950,152,130,DJI_0593.JPG,5472,3078
Slab_C,4045,1953,133,130,DJI_0593.JPG,5472,3078
Slab_C,3928,1953,133,127,DJI_0593.JPG,5472,3078
Slab_C,3817,1950,140,130,DJI_0593.JPG,5472,3078
Slab_C,3699,1959,149,121,DJI_0593.JPG,5472,3078
Slab_C,3604,1953,130,130,DJI_0593.JPG,5472,3078
Slab_C,3483,1956,159,133,DJI_0593.JPG,5472,3078
Slab_C,3369,1953,143,136,DJI_0593.JPG,5472,3078
Slab_C,3261,1950,136,136,DJI_0593.JPG,5472,3078
Slab_C,3147,1956,146,127,DJI_0593.JPG,5472,3078
Slab_C,3039,1953,149,143,DJI_0593.JPG,5472,3078
Slab_C,2925,1956,140,133,DJI_0593.JPG,5472,3078
Slab_C,2811,1959,146,124,DJI_0593.JPG,5472,3078
Slab_C,2703,1953,152,133,DJI_0593.JPG,5472,3078
Slab_C,2598,1953,133,136,DJI_0593.JPG,5472,3078
Slab_C,2478,1956,143,130,DJI_0593.JPG,5472,3078
Slab_C,2367,1956,146,130,DJI_0593.JPG,5472,3078
Slab_C,2259,1953,140,146,DJI_0593.JPG,5472,3078
Slab_C,2138,1953,146,140,DJI_0593.JPG,5472,3078
Slab_C,2030,1953,149,143,DJI_0593.JPG,5472,3078
Slab_C,1919,1956,143,133,DJI_0593.JPG,5472,3078
Slab_C,1808,1959,143,130,DJI_0593.JPG,5472,3078
Slab_C,1700,1962,149,133,DJI_0593.JPG,5472,3078
Slab_C,1656,1956,82,143,DJI_0593.JPG,5472,3078
Slab_T,1650,2067,371,612,DJI_0593.JPG,5472,3078
Slab_T,1656,2635,368,443,DJI_0593.JPG,5472,3078
Slab_T,1818,2042,704,368,DJI_0593.JPG,5472,3078
Slab_T,2817,2038,723,358,DJI_0593.JPG,5472,3078
Slab_T,3836,2045,698,339,DJI_0593.JPG,5472,3078
Slab_T,4822,2035,650,355,DJI_0593.JPG,5472,3078
Slab_H,1827,2333,701,641,DJI_0593.JPG,5472,3078
Slab_H,1881,2914,558,164,DJI_0593.JPG,5472,3078
Slab_H,2313,2054,707,638,DJI_0593.JPG,5472,3078
Slab_H,2322,2638,688,440,DJI_0593.JPG,5472,3078
Slab_H,2805,2337,733,669,DJI_0593.JPG,5472,3078
Slab_H,3331,2042,704,654,DJI_0593.JPG,5472,3078
Slab_H,3315,2635,727,443,DJI_0593.JPG,5472,3078
Slab_H,3832,2337,704,654,DJI_0593.JPG,5472,3078
Slab_H,3905,2901,549,177,DJI_0593.JPG,5472,3078
Slab_H,4334,2029,707,660,DJI_0593.JPG,5472,3078
Slab_H,4324,2619,720,459,DJI_0593.JPG,5472,3078
Slab_H,4829,2318,643,654,DJI_0593.JPG,5472,3078
Slab_H,4921,2892,539,186,DJI_0593.JPG,5472,3078
Slab_H,5324,2733,148,345,DJI_0593.JPG,5472,3078
Slab_H,5330,2111,142,489,DJI_0593.JPG,5472,3078
Slab_C,1541,1557,102,160,DJI_0594.JPG,5472,3078
Slab_C,1621,1566,138,138,DJI_0594.JPG,5472,3078
Slab_C,1723,1566,138,133,DJI_0594.JPG,5472,3078
Slab_C,1830,1566,160,138,DJI_0594.JPG,5472,3078
Slab_C,1950,1566,151,142,DJI_0594.JPG,5472,3078
Slab_C,2052,1561,178,151,DJI_0594.JPG,5472,3078
Slab_C,2163,1561,169,138,DJI_0594.JPG,5472,3078
Slab_C,2283,1566,160,133,DJI_0594.JPG,5472,3078
Slab_C,2398,1569,160,138,DJI_0594.JPG,5472,3078
Slab_C,2505,1566,164,138,DJI_0594.JPG,5472,3078
Slab_C,2621,1570,173,133,DJI_0594.JPG,5472,3078
Slab_C,2727,1557,182,147,DJI_0594.JPG,5472,3078
Slab_C,2834,1561,182,151,DJI_0594.JPG,5472,3078
Slab_C,2954,1561,178,147,DJI_0594.JPG,5472,3078
Slab_C,3074,1561,178,138,DJI_0594.JPG,5472,3078
Slab_C,3180,1575,169,120,DJI_0594.JPG,5472,3078
Slab_C,3296,1556,178,156,DJI_0594.JPG,5472,3078
Slab_C,3420,1569,154,144,DJI_0594.JPG,5472,3078
Slab_C,3543,1569,138,138,DJI_0594.JPG,5472,3078
Slab_C,3655,1566,141,141,DJI_0594.JPG,5472,3078
Slab_C,3770,1566,149,136,DJI_0594.JPG,5472,3078
Slab_C,3880,1564,152,136,DJI_0594.JPG,5472,3078
Slab_C,3992,1569,159,133,DJI_0594.JPG,5472,3078
Slab_C,4107,1561,149,136,DJI_0594.JPG,5472,3078
Slab_C,4219,1561,138,141,DJI_0594.JPG,5472,3078
Slab_C,4337,1564,136,131,DJI_0594.JPG,5472,3078
Slab_C,4449,1561,136,136,DJI_0594.JPG,5472,3078
Slab_C,4562,1558,131,141,DJI_0594.JPG,5472,3078
Slab_C,4677,1558,128,141,DJI_0594.JPG,5472,3078
Slab_C,4781,1558,141,138,DJI_0594.JPG,5472,3078
Slab_C,4891,1564,138,136,DJI_0594.JPG,5472,3078
Slab_C,5011,1561,131,131,DJI_0594.JPG,5472,3078
Slab_C,5129,1556,125,136,DJI_0594.JPG,5472,3078
Slab_C,5228,1553,138,144,DJI_0594.JPG,5472,3078
Slab_C,5346,1556,126,141,DJI_0594.JPG,5472,3078
Slab_T,1542,1680,403,622,DJI_0594.JPG,5472,3078
Slab_T,1567,2260,381,654,DJI_0594.JPG,5472,3078
Slab_T,1574,2851,317,227,DJI_0594.JPG,5472,3078
Slab_T,1720,1674,733,346,DJI_0594.JPG,5472,3078
Slab_T,2747,1670,746,336,DJI_0594.JPG,5472,3078
Slab_T,3769,1664,727,339,DJI_0594.JPG,5472,3078
Slab_T,4800,1661,672,346,DJI_0594.JPG,5472,3078
Slab_T,2275,2841,638,237,DJI_0594.JPG,5472,3078
Slab_T,3334,2863,603,215,DJI_0594.JPG,5472,3078
Slab_T,4324,2857,647,221,DJI_0594.JPG,5472,3078
Slab_T,5428,3003,44,75,DJI_0594.JPG,5472,3078
Slab_H,1732,1950,711,676,DJI_0594.JPG,5472,3078
Slab_H,1732,2555,733,523,DJI_0594.JPG,5472,3078
Slab_H,2233,1670,746,650,DJI_0594.JPG,5472,3078
Slab_H,2246,2257,723,663,DJI_0594.JPG,5472,3078
Slab_H,2747,1965,739,666,DJI_0594.JPG,5472,3078
Slab_H,2754,2555,739,523,DJI_0594.JPG,5472,3078
Slab_H,3268,1667,727,650,DJI_0594.JPG,5472,3078
Slab_H,3268,2254,733,657,DJI_0594.JPG,5472,3078
Slab_H,3785,1965,736,644,DJI_0594.JPG,5472,3078
Slab_H,3788,2552,711,526,DJI_0594.JPG,5472,3078
Slab_H,4296,1661,714,654,DJI_0594.JPG,5472,3078
Slab_H,4292,2238,733,660,DJI_0594.JPG,5472,3078
Slab_H,4803,1959,669,641,DJI_0594.JPG,5472,3078
Slab_H,4816,2546,656,532,DJI_0594.JPG,5472,3078
Slab_H,5317,1654,155,555,DJI_0594.JPG,5472,3078
Slab_C,2246,695,81,139,DJI_0595.JPG,5472,3078
Slab_C,2296,687,139,142,DJI_0595.JPG,5472,3078
Slab_C,2410,682,142,150,DJI_0595.JPG,5472,3078
Slab_C,2523,690,142,133,DJI_0595.JPG,5472,3078
Slab_C,2632,687,147,142,DJI_0595.JPG,5472,3078
Slab_C,2754,690,139,136,DJI_0595.JPG,5472,3078
Slab_C,2856,693,150,133,DJI_0595.JPG,5472,3078
Slab_C,2979,684,139,133,DJI_0595.JPG,5472,3078
Slab_C,3090,690,142,136,DJI_0595.JPG,5472,3078
Slab_C,3201,687,142,136,DJI_0595.JPG,5472,3078
Slab_C,3312,687,147,136,DJI_0595.JPG,5472,3078
Slab_C,3431,684,139,144,DJI_0595.JPG,5472,3078
Slab_C,3542,693,136,128,DJI_0595.JPG,5472,3078
Slab_C,3662,681,139,142,DJI_0595.JPG,5472,3078
Slab_C,3756,693,150,133,DJI_0595.JPG,5472,3078
Slab_C,3875,687,142,136,DJI_0595.JPG,5472,3078
Slab_C,3992,693,133,133,DJI_0595.JPG,5472,3078
Slab_C,4100,695,144,130,DJI_0595.JPG,5472,3078
Slab_C,4214,693,139,133,DJI_0595.JPG,5472,3078
Slab_C,4333,690,125,133,DJI_0595.JPG,5472,3078
Slab_C,4442,695,125,130,DJI_0595.JPG,5472,3078
Slab_C,4550,693,133,133,DJI_0595.JPG,5472,3078
Slab_C,4661,693,128,136,DJI_0595.JPG,5472,3078
Slab_C,4766,690,133,142,DJI_0595.JPG,5472,3078
Slab_C,4880,695,130,125,DJI_0595.JPG,5472,3078
Slab_C,4991,690,130,130,DJI_0595.JPG,5472,3078
Slab_C,5108,687,130,136,DJI_0595.JPG,5472,3078
Slab_C,5224,690,128,139,DJI_0595.JPG,5472,3078
Slab_C,5324,690,144,133,DJI_0595.JPG,5472,3078
Slab_C,5441,684,31,142,DJI_0595.JPG,5472,3078
Slab_T,2240,801,378,630,DJI_0595.JPG,5472,3078
Slab_T,2246,1373,372,641,DJI_0595.JPG,5472,3078
Slab_T,2235,1967,405,350,DJI_0595.JPG,5472,3078
Slab_T,2929,1961,744,344,DJI_0595.JPG,5472,3078
Slab_T,3936,1964,738,333,DJI_0595.JPG,5472,3078
Slab_T,4955,1950,517,339,DJI_0595.JPG,5472,3078
Slab_T,2415,795,730,330,DJI_0595.JPG,5472,3078
Slab_T,3417,793,741,330,DJI_0595.JPG,5472,3078
Slab_T,4433,790,722,333,DJI_0595.JPG,5472,3078
Slab_C,2251,2289,61,136,DJI_0595.JPG,5472,3078
Slab_C,2296,2278,128,158,DJI_0595.JPG,5472,3078
Slab_C,2396,2280,147,142,DJI_0595.JPG,5472,3078
Slab_C,2512,2280,153,142,DJI_0595.JPG,5472,3078
Slab_C,2618,2269,169,155,DJI_0595.JPG,5472,3078
Slab_C,2734,2289,147,136,DJI_0595.JPG,5472,3078
Slab_C,2859,2283,136,139,DJI_0595.JPG,5472,3078
Slab_C,2965,2280,144,142,DJI_0595.JPG,5472,3078
Slab_C,3087,2283,139,142,DJI_0595.JPG,5472,3078
Slab_C,3190,2283,158,142,DJI_0595.JPG,5472,3078
Slab_C,3317,2283,139,136,DJI_0595.JPG,5472,3078
Slab_C,3423,2275,133,142,DJI_0595.JPG,5472,3078
Slab_C,3531,2275,142,150,DJI_0595.JPG,5472,3078
Slab_C,3650,2275,139,142,DJI_0595.JPG,5472,3078
Slab_C,3759,2275,144,139,DJI_0595.JPG,5472,3078
Slab_C,3889,2269,128,147,DJI_0595.JPG,5472,3078
Slab_C,3989,2264,147,153,DJI_0595.JPG,5472,3078
Slab_C,4100,2258,144,161,DJI_0595.JPG,5472,3078
Slab_C,4214,2267,136,147,DJI_0595.JPG,5472,3078
Slab_C,4322,2267,130,144,DJI_0595.JPG,5472,3078
Slab_C,4430,2272,136,147,DJI_0595.JPG,5472,3078
Slab_C,4539,2267,147,144,DJI_0595.JPG,5472,3078
Slab_C,4639,2267,164,153,DJI_0595.JPG,5472,3078
Slab_C,4766,2264,153,144,DJI_0595.JPG,5472,3078
Slab_C,4886,2255,136,153,DJI_0595.JPG,5472,3078
Slab_C,4994,2258,147,150,DJI_0595.JPG,5472,3078
Slab_C,5108,2261,142,133,DJI_0595.JPG,5472,3078
Slab_C,5216,2261,153,144,DJI_0595.JPG,5472,3078
Slab_C,5327,2264,145,144,DJI_0595.JPG,5472,3078
Slab_H,2421,1070,713,655,DJI_0595.JPG,5472,3078
Slab_H,2418,1670,719,650,DJI_0595.JPG,5472,3078
Slab_H,2923,781,722,658,DJI_0595.JPG,5472,3078
Slab_H,2929,1373,713,655,DJI_0595.JPG,5472,3078
Slab_H,3439,1078,711,647,DJI_0595.JPG,5472,3078
Slab_H,3431,1667,727,627,DJI_0595.JPG,5472,3078
Slab_H,3945,793,722,633,DJI_0595.JPG,5472,3078
Slab_H,3947,1378,722,630,DJI_0595.JPG,5472,3078
Slab_H,4447,1078,713,638,DJI_0595.JPG,5472,3078
Slab_H,4455,1667,708,616,DJI_0595.JPG,5472,3078
Slab_H,4947,795,525,622,DJI_0595.JPG,5472,3078
Slab_H,4947,1367,525,644,DJI_0595.JPG,5472,3078
Slab_C,1344,590,95,150,DJI_0596.JPG,5472,3078
Slab_C,1402,584,142,144,DJI_0596.JPG,5472,3078
Slab_C,1513,582,142,144,DJI_0596.JPG,5472,3078
Slab_C,1616,582,150,147,DJI_0596.JPG,5472,3078
Slab_C,1735,582,144,147,DJI_0596.JPG,5472,3078
Slab_C,1849,582,142,142,DJI_0596.JPG,5472,3078
Slab_C,1960,582,153,144,DJI_0596.JPG,5472,3078
Slab_C,2074,584,144,139,DJI_0596.JPG,5472,3078
Slab_C,2190,579,142,142,DJI_0596.JPG,5472,3078
Slab_C,2296,582,144,136,DJI_0596.JPG,5472,3078
Slab_C,2407,584,155,136,DJI_0596.JPG,5472,3078
Slab_C,2529,579,147,142,DJI_0596.JPG,5472,3078
